#start 1450.000000 stop 1650.000000 averages LOW resolution FULL
#Temperature [Celsius], Current [mA]. Third temperature, IP curve. 
30.001
3.95
1450.002899	-100.006220
1450.011687	-76.353920
1450.020475	-72.405500
1450.029263	-89.704460
1450.038051	-85.891280
1450.046840	-74.872160
1450.055628	-76.427420
1450.064417	-74.778080
1450.073205	-99.294740
1450.081994	-78.438380
1450.090783	-71.217740
1450.099572	-73.075820
1450.108361	-72.449600
1450.117151	-83.192360
1450.125940	-92.629760
1450.134729	-75.480740
1450.143519	-72.314360
1450.152309	-74.489960
1450.161098	-72.011540
1450.169888	-75.510140
1450.178678	-75.366080
1450.187468	-77.947400
1450.196259	-80.028920
1450.205049	-73.202240
1450.213839	-70.468040
1450.222630	-99.033080
1450.231420	-72.752420
1450.240211	-91.350860
1450.249002	-91.733060
1450.257793	-80.760980
1450.266584	-72.179120
1450.275375	-76.039340
1450.284166	-95.893160
1450.292958	-68.680520
1450.301749	-96.210680
1450.310541	-75.568940
1450.319333	-68.077820
1450.328124	-74.839820
1450.336916	-79.317440
1450.345708	-75.257300
1450.354500	-71.367680
1450.363293	-74.804540
1450.372085	-97.907060
1450.380877	-77.150660
1450.389670	-68.424740
1450.398463	-69.071540
1450.407255	-83.656880
1450.416048	-89.569220
1450.424841	-67.598600
1450.433634	-68.942180
1450.442427	-75.383720
1450.451221	-77.418200
1450.460014	-79.661420
1450.468808	-74.307680
1450.477601	-83.827400
1450.486395	-90.565880
1450.495189	-73.366880
1450.503983	-77.282960
1450.512777	-99.750440
1450.521571	-72.108560
1450.530365	-91.668380
1450.539160	-100.006220
1450.547954	-84.503600
1450.556749	-81.093200
1450.565543	-91.483160
1450.574338	-70.006460
1450.583133	-80.064200
1450.591928	-97.971740
1450.600723	-82.677860
1450.609518	-72.143840
1450.618314	-85.853060
1450.627109	-89.157620
1450.635905	-74.654600
1450.644700	-73.452140
1450.653496	-71.161880
1450.662292	-98.165780
1450.671088	-78.726500
1450.679884	-91.962380
1450.688680	-89.998460
1450.697476	-90.348320
1450.706273	-90.210140
1450.715069	-70.518020
1450.723866	-71.300060
1450.732663	-99.368240
1450.741459	-100.006220
1450.750256	-78.899960
1450.759053	-88.731320
1450.767850	-100.006220
1450.776648	-89.131160
1450.785445	-72.043880
1450.794242	-72.846500
1450.803040	-66.646040
1450.811838	-96.298880
1450.820635	-76.180460
1450.829433	-89.178200
1450.838231	-83.274680
1450.847029	-71.702840
1450.855828	-75.768860
1450.864626	-79.038140
1450.873424	-98.894900
1450.882223	-79.323320
1450.891022	-71.599940
1450.899820	-70.944320
1450.908619	-87.661160
1450.917418	-86.893820
1450.926217	-70.182860
1450.935016	-69.462560
1450.943816	-74.292980
1450.952615	-99.159500
1450.961414	-74.245940
1450.970214	-91.824200
1450.979014	-87.931640
1450.987814	-77.950340
1450.996613	-77.862140
1451.005413	-86.161760
1451.014214	-96.748700
1451.023014	-74.886860
1451.031814	-69.115640
1451.040615	-92.735600
1451.049415	-79.141040
1451.058216	-72.793580
1451.067017	-86.738000
1451.075817	-93.929240
1451.084618	-78.023840
1451.093419	-74.363540
1451.102221	-98.115800
1451.111022	-74.678120
1451.119823	-90.313040
1451.128625	-100.006220
1451.137426	-90.462980
1451.146228	-74.878040
1451.155030	-74.475260
1451.163832	-97.219100
1451.172634	-69.962360
1451.181436	-95.361020
1451.190238	-77.829800
1451.199041	-88.158020
1451.207843	-86.861480
1451.216646	-71.100140
1451.225449	-68.933360
1451.234251	-72.049760
1451.243054	-69.885920
1451.251857	-79.564400
1451.260660	-71.755760
1451.269464	-80.334680
1451.278267	-82.566140
1451.287070	-81.616520
1451.295874	-82.616120
1451.304677	-76.327460
1451.313481	-73.413920
1451.322285	-77.868020
1451.331089	-96.075440
1451.339893	-78.253160
1451.348697	-86.643920
1451.357502	-87.843440
1451.366306	-73.531520
1451.375111	-74.290040
1451.383915	-72.964100
1451.392720	-71.208920
1451.401525	-95.969600
1451.410330	-77.277080
1451.419135	-88.334420
1451.427940	-85.900100
1451.436745	-82.798400
1451.445550	-91.127420
1451.454356	-72.052700
1451.463161	-99.306500
1451.471967	-78.779420
1451.480773	-70.447460
1451.489579	-70.285760
1451.498385	-86.711540
1451.507191	-88.260920
1451.515997	-81.160820
1451.524803	-94.232060
1451.533610	-69.747740
1451.542416	-71.411780
1451.551223	-72.602480
1451.560030	-75.080900
1451.568837	-90.166040
1451.577644	-88.554920
1451.586451	-73.034660
1451.595258	-75.983480
1451.604065	-100.006220
1451.612872	-100.006220
1451.621680	-100.006220
1451.630488	-76.286300
1451.639295	-88.769540
1451.648103	-84.841700
1451.656911	-70.935500
1451.665719	-79.793720
1451.674527	-95.660900
1451.683335	-73.096400
1451.692144	-78.676520
1451.700952	-95.843180
1451.709761	-80.340560
1451.718569	-87.281900
1451.727378	-100.006220
1451.736187	-91.109780
1451.744996	-72.617180
1451.753805	-73.605020
1451.762614	-99.135980
1451.771424	-100.006220
1451.780233	-77.744540
1451.789043	-88.113920
1451.797852	-86.858540
1451.806662	-73.052300
1451.815472	-79.914260
1451.824282	-96.592880
1451.833092	-75.586580
1451.841902	-73.763780
1451.850712	-78.323720
1451.859523	-72.193820
1451.868333	-85.441460
1451.877144	-87.167240
1451.885954	-71.335340
1451.894765	-78.929360
1451.903576	-98.289260
1451.912387	-76.692020
1451.921198	-70.753220
1451.930010	-91.245020
1451.938821	-85.667840
1451.947632	-75.122060
1451.956444	-77.465240
1451.965256	-86.896760
1451.974067	-95.984300
1451.982879	-66.493160
1451.991691	-73.813760
1452.000503	-73.778480
1452.009315	-75.998180
1452.018128	-72.749480
1452.026940	-70.323980
1452.035753	-80.866820
1452.044565	-96.589940
1452.053378	-79.423280
1452.062191	-71.044280
1452.071004	-94.376120
1452.079817	-82.357400
1452.088630	-71.158940
1452.097443	-83.098280
1452.106257	-100.006220
1452.115070	-94.202660
1452.123884	-73.428620
1452.132697	-71.720480
1452.141511	-74.345900
1452.150325	-73.164020
1452.159139	-75.730640
1452.167953	-74.445860
1452.176768	-72.770060
1452.185582	-81.731180
1452.194396	-95.043500
1452.203211	-67.916120
1452.212025	-97.028000
1452.220840	-78.438380
1452.229655	-72.496640
1452.238470	-72.737720
1452.247285	-84.891680
1452.256100	-89.819120
1452.264916	-69.459620
1452.273731	-76.650860
1452.282547	-98.991920
1452.291362	-73.149320
1452.300178	-69.118580
1452.308994	-87.819920
1452.317810	-83.427560
1452.326626	-79.026380
1452.335442	-92.309300
1452.344258	-74.545820
1452.353075	-100.006220
1452.361891	-100.006220
1452.370708	-76.215740
1452.379524	-89.636840
1452.388341	-84.233120
1452.397158	-72.464300
1452.405975	-72.434900
1452.414792	-69.877100
1452.423609	-73.358060
1452.432427	-70.600340
1452.441244	-94.981760
1452.450062	-81.834080
1452.458879	-89.513360
1452.467697	-85.329740
1452.476515	-69.791840
1452.485333	-70.041740
1452.494151	-72.567200
1452.502969	-99.691640
1452.511788	-72.064460
1452.520606	-74.457620
1452.529424	-91.677200
1452.538243	-83.703920
1452.547062	-72.017420
1452.555881	-82.542620
1452.564700	-94.446680
1452.573519	-70.973720
1452.582338	-98.154020
1452.591157	-78.335480
1452.599976	-92.077040
1452.608796	-84.053780
1452.617615	-73.419800
1452.626435	-74.763380
1452.635255	-76.071680
1452.644075	-74.872160
1452.652895	-70.174040
1452.661715	-68.607020
1452.670535	-92.421020
1452.679356	-79.964240
1452.688176	-85.288580
1452.696997	-100.006220
1452.705817	-91.009820
1452.714638	-74.254760
1452.723459	-98.409800
1452.732280	-70.309280
1452.741101	-69.938840
1452.749922	-91.109780
1452.758743	-83.756840
1452.767565	-77.127140
1452.776386	-77.844500
1452.785208	-76.453880
1452.794030	-96.734000
1452.802851	-70.538600
1452.811673	-96.137180
1452.820495	-78.747080
1452.829318	-71.632280
1452.838140	-86.664500
1452.846962	-86.317580
1452.855785	-68.377700
1452.864607	-77.327060
1452.873430	-98.498000
1452.882253	-71.961560
1452.891076	-71.773400
1452.899899	-73.043480
1452.908722	-89.101760
1452.917545	-89.580980
1452.926368	-78.106160
1452.935192	-77.732780
1452.944015	-77.512280
1452.952839	-99.753380
1452.961663	-75.521900
1452.970487	-69.950600
1452.979311	-71.341220
1452.988135	-87.070220
1452.996959	-100.006220
1453.005783	-90.962780
1453.014608	-70.368080
1453.023432	-79.014620
1453.032257	-98.459780
1453.041081	-78.664760
1453.049906	-71.223620
1453.058731	-87.778760
1453.067556	-100.006220
1453.076381	-92.488640
1453.085207	-79.458560
1453.094032	-81.581240
1453.102857	-73.522700
1453.111683	-71.347100
1453.120509	-92.765000
1453.129335	-100.006220
1453.138160	-82.145720
1453.146986	-80.125940
1453.155813	-91.580180
1453.164639	-71.517620
1453.173465	-75.568940
1453.182292	-98.206940
1453.191118	-73.275740
1453.199945	-70.929620
1453.208772	-70.820840
1453.217598	-83.968520
1453.226425	-90.927500
1453.235252	-80.034800
1453.244080	-100.006220
1453.252907	-100.006220
1453.261734	-75.589520
1453.270562	-70.338680
1453.279389	-71.629340
1453.288217	-70.832600
1453.297045	-81.851720
1453.305873	-91.106840
1453.314701	-70.826720
1453.323529	-72.805340
1453.332357	-69.186200
1453.341186	-83.798000
1453.350014	-80.208260
1453.358843	-77.138900
1453.367672	-74.980940
1453.376500	-71.205980
1453.385329	-75.907040
1453.394158	-96.616400
1453.402987	-71.764580
1453.411817	-96.898640
1453.420646	-75.319040
1453.429475	-68.809880
1453.438305	-85.764860
1453.447135	-87.267200
1453.455964	-71.064860
1453.464794	-73.046420
